,x,y
CTD-2201G3.1,-0.29013756,3.3436525
RP11-342C20.2,-5.5112104,5.2618365
RP11-379F12.4,-3.8740864,4.7614107
RP1-266L20.2,-5.225081,4.825294
AC008073.7,-1.015932,3.569577
AC004862.6,-3.7694497,6.0635877
RP4-718D20.3,-5.6822906,3.5330229
AC002511.3,-1.0610745,1.4293944
RP11-388P9.2,0.4518969,3.1307507
AP001596.6,-1.9131632,4.5300894
AC012370.2,-2.0699017,2.6220536
AC017006.2,-3.5545347,3.0084426
RP4-669P10.16,-1.1753917,3.813419
RP11-13J8.1,1.4660196,4.2346625
RP11-403I13.5,3.3065531,2.0085077
AC073043.1,3.0941083,3.2998524
RP5-986I17.2,-4.845747,4.562755
RP11-25G10.2,-1.36202,3.9648645
RP11-196G11.6,4.5000587,3.006356
RP11-15B24.4,-4.6662965,3.6783104
RP1-85F18.6,-0.9741021,2.5323603
RP4-784A16.4,-1.4189781,3.297193
RP11-47I22.3,4.9515176,3.4681752
AP001610.9,-3.442102,5.441493
RP11-536K7.3,4.4871545,2.9591215
RP11-96K19.2,3.496558,2.317169
RP11-73B2.4,-5.4536242,2.7689734
AC003986.6,-2.7194808,4.5592275
AF196970.3,-3.5790756,2.0894418
AC107057.1,-5.707289,3.9398232
PTGES2-AS1,3.269486,2.2514694
AF131217.1,3.2625144,2.6781135
CTA-212D2.2,0.21018861,3.56367
AF127936.3,3.3243644,3.5325546
AF212831.2,-5.826667,3.7200572
RP11-136K14.1,-2.2001164,2.218913
RP4-543J13.1,-4.8091927,4.9422073
RP11-410K21.2,-5.596031,3.5888593
RP4-697P8.3,-5.31463,2.6565764
RP3-510O8.4,-0.16231835,3.5752416
AC083864.3,-0.067775324,3.1896596
RP11-324O2.3,3.5018978,2.5867052
RP11-223P11.2,-4.7451034,4.8621125
RP11-98D18.2,-5.3144255,4.1887164
RP11-406O23.2,-3.6152024,3.6829195
AC002480.4,0.9610363,2.8124135
RP11-332H17.1,-2.222705,2.2793489
AP001062.9,-4.838,4.787082
RP11-293A10.3,-4.669954,4.1726003
RP11-146N23.4,-2.5463252,2.9472232
RP11-442O18.1,-5.7000413,5.001864
RP11-179A7.2,-2.7151115,2.9515924
RP11-334A14.5,-3.4306605,4.5562577
ENSG00000232995,4.2713876,1.8548883
AC067959.1,-5.633423,5.1387115
RP5-908M14.5,-3.972025,4.3705773
RP11-490E15.2,-2.6379879,2.7319582
RP11-439A17.9,-0.5132432,1.3004775
RP11-196G18.3,1.2821242,1.9954367
RP1-137K2.2,-1.1680977,2.6366527
RP11-398B16.2,-3.9587984,4.4403725
AC016700.2,-4.6052365,4.2807536
RP3-380B8.4,-4.459898,4.6972656
RP1-140K8.1,-3.8672805,5.54929
RP5-930J4.2,-4.2363663,4.0465527
RP11-5P18.5,-4.0224733,4.95583
RP11-440G5.2,-1.5071548,4.9908032
AC073094.4,-4.5377955,3.4071133
XXYAC-YX65C7_A.3,-4.8487897,4.54852
ENSG00000233089,0.9482838,1.1397382
RP11-520A21.1,-3.6997638,4.10651
RP11-375A5.1,-4.4338117,3.299147
RP11-524P6.1,-5.171709,4.630941
ENSG00000233119,-7.137874,4.1036425
RP1-67K17.3,-4.5534167,4.355796
ENSG00000233140,0.9139389,1.2298932
RP11-537A6.9,-2.0442555,2.9883661
RP11-364B14.1,-4.910621,2.340426
RP11-88I18.2,5.0702677,2.1138964
RP11-536P6.3,-5.0531487,4.211027
RP3-468B3.2,3.8794916,3.4573982
AC006372.6,-3.4936938,3.9408686
AC005324.7,-4.9738994,3.2091284
AC002511.2,-0.94810283,1.5098484
RP11-89N17.3,-4.9394193,3.3200223
RP11-216N14.9,-5.758998,3.370624
AC113189.5,5.165653,1.933849
AC079807.2,3.2751567,1.9202425
RP11-740P5.2,-4.9360223,4.440988
RP11-220I1.2,-1.4154694,4.6357045
RP3-339A18.6,-4.586896,3.3968887
AC007743.1,5.0709014,3.5215132
RP11-445K13.2,-5.2376833,4.3654466
RP11-219F10.1,-4.559137,5.1489835
RP11-380F14.2,-4.0528684,2.5100617
RP11-12C17.2,-4.574911,4.849333
RP11-760D2.5,2.7544239,4.055935
RP11-147G16.1,-4.782211,5.7508507
RP11-410N8.3,-1.6983899,3.5951924
RP1-12G14.7,0.29337576,3.6167538
RP4-799P18.2,-3.6541688,3.092745
RP13-221M14.2,-5.6498632,3.392107
AC018878.3,-1.4766943,2.8043184
RP11-25C19.3,-1.4140332,2.4594612
RP11-235G24.3,-4.2135124,4.6384177
RP1-69D17.3,-4.4253564,4.6199875
RP1-209A6.1,-1.9050896,2.4963512
RP11-202K23.1,-5.0505886,2.8395426
AC006019.4,-3.2410553,2.685541
RP4-655C5.4,-4.098644,3.933959
RP11-307L3.4,-1.1698589,2.4196067
RP5-893G23.1,-1.7138305,1.5820683
RP5-881L22.6,-3.6057858,5.806381
RP11-318G21.4,1.2379612,4.187827
AP000688.29,3.6459994,3.1878428
AC008063.3,-3.6012833,4.379116
RP11-86A5.1,-4.9253006,5.189513
RP11-567C20.3,-4.50675,4.039917
LA16C-23H5.4,-5.8976474,3.1952226
RP11-104L21.2,-5.11736,4.7719355
RP11-101E14.3,-4.4044976,5.323537
RP4-742N3.1,-4.8367863,2.6032047
AC002127.4,1.3549459,3.2883112
RP4-736H5.3,-5.5456457,4.137477
RP11-175I6.5,-5.746848,3.0919998
RP1-212P9.3,-2.5226755,6.0792284
RP11-301N24.3,-4.5158625,4.8578105
RP11-295G20.2,5.3202443,2.4321325
RP11-524K22.1,-4.760482,5.2871814
RP11-218D6.4,-5.0795326,4.7935333
RP1-187B23.1,0.49979034,2.7460468
AC017074.1,-4.7744756,4.6900773
RP11-78O9.1,-4.844013,5.7546186
RP5-984P4.4,-4.7084494,4.3363943
AC104794.4,-3.9538145,2.1000729
RP11-388N2.1,-3.8709285,4.797957
AC005162.5,-3.5277681,2.8538609
RP11-177F11.1,-4.039478,2.9446905
RP1-122K4.2,-4.994478,4.286071
RP11-867G2.5,-4.696754,3.5216982
AC017104.2,1.2598766,4.247895
AC011294.3,2.4851716,3.2901053
RP11-547D24.1,1.0018473,4.281247
RP11-57H14.2,-0.55728793,3.260884
AC108462.1,-4.6805277,3.7804265
RP11-500B12.1,-4.141054,5.475325
RP11-545D19.1,-4.379941,3.5771306
CTA-929C8.5,-4.531764,4.7240615
RP3-462D8.2,-5.672377,5.527517
AC069155.1,-5.7339807,4.0457697
RP4-694A7.2,1.7800725,2.0286787
RP11-542K23.10,-5.3395276,4.0802207
RP5-905G11.3,-3.5584414,5.6206193
AC093326.3,-4.445551,5.0315957
AC037445.1,-2.8760355,2.6151264
RP11-431K24.4,-4.8031054,4.4220757
ENSG00000233649,-4.398526,4.249088
RP11-111F5.8,-1.761948,2.5381017
RP11-716O23.1,-5.887715,3.8067734
RP11-523O18.5,3.683463,3.1463354
RP11-123O1.1,-4.910745,4.1728387
RP5-1087E8.3,-4.81913,4.481613
AC012506.2,-4.7149405,4.5606256
RP11-205K6.1,-6.31307,4.6256714
RP11-109P14.9,-1.0210377,4.4746113
RP11-567G24.3,-3.709298,2.7756681
RP5-1039K5.13,-2.1390712,4.7188525
AP001628.7,-4.649761,4.5603623
RP4-799D16.1,-5.51141,3.2760966
AC004947.2,-4.1515203,4.440557
RP4-811H24.9,-4.2760587,4.6748643
AP001442.2,3.0158772,3.8854053
RP13-314C10.5,0.026016941,3.089739
AC139887.4,0.5166101,2.5753505
RP11-168K11.3,-2.5121324,4.7701654
RP3-443C4.2,-4.0803537,4.8279996
AC003985.1,-5.920592,4.044325
RP11-135A24.4,-0.6918806,3.7297647
ENSG00000233826,-0.30201912,5.541208
RP1-92C4.2,-4.479338,3.6211538
AC062031.1,-0.91059893,2.0661652
AC093732.1,-1.3798208,2.3886013
RP3-348I23.2,-2.5943637,2.8066797
AC022201.5,-4.5337434,5.4688587
AC103563.8,-0.49348813,1.4929627
AC005304.1,-4.5674133,4.4036837
AC016907.3,3.9596112,3.4999325
LA16C-4G1.3,0.43491992,3.324963
RP11-61L14.6,-4.4169254,4.142506
XXYAC-YM21GA2.3,-5.4001875,3.5039446
AC007131.2,-6.0611854,5.4414954
RP4-650F12.2,-4.444308,2.8245494
RP11-315I14.2,-4.5919533,3.4258802
AC026202.3,0.8919934,2.7410374
RP11-372H2.1,-4.8546023,4.8777285
RP5-1061H20.5,-6.1046815,4.459144
RP11-305F18.1,5.5142345,3.4541137
RP11-399H11.2,-4.119722,5.018873
CTC-338M12.4,5.150021,2.101039
RP11-404H14.1,-4.147911,3.458561
AC004012.1,-3.4446921,5.6873727
ENSG00000233950,-4.250239,4.282492
AC009970.1,-1.555829,2.0032089
RP11-153N17.1,-4.670053,4.4404798
RP11-250B2.3,4.073459,2.3559246
RP11-354E11.2,3.544469,3.3807647
RP5-1006K12.1,-5.234488,3.5388503
AC092159.3,-5.942214,3.456679
RP11-310H4.2,-4.0114837,3.68184
RP3-380E11.2,-4.6214414,5.4306464
AC106706.1,-0.57151693,4.592985
RP11-236P24.3,-3.7123652,3.4548538
RP11-75C9.2,-3.6374173,3.0767066
AC008278.2,-3.9485207,5.171017
RP11-310E22.4,-2.8691003,4.201711
AP000959.2,-1.5523348,1.5735824
LL0XNC01-237H1.3,-4.503614,4.3581696
RP11-247A12.1,-4.9859195,4.610009
ENSG00000234063,-4.7602677,3.9829805
AJ006995.3,-1.953969,3.3012888
RP3-388E23.2,0.47912392,3.0934567
RP11-1217F2.15,-5.0115147,2.2032075
RP11-353M9.1,-3.9476767,2.9913776
RP5-1177M21.1,-4.0150104,3.9286253
GS1-278J22.1,-5.218966,3.3183134
RP11-261C10.1,-5.7234273,3.2122416
RP11-259P20.1,-2.4699795,6.132526
RP11-168O16.2,-4.9836273,2.7139022
RP11-383C5.5,-1.3087847,4.3388615
AC055764.1,-3.2694538,1.6209428
RP4-550H1.4,2.0715034,3.8453825
AC009473.1,-1.0471481,3.9177504
RP11-515I12.1,3.1211617,2.0754614
RP11-77G23.2,-4.6945786,4.3415985
RP11-542K23.7,2.0158517,2.968832
RP11-613M10.6,3.5926394,1.6425002
AC009505.4,-1.6828138,2.3619785
AC093639.1,-5.82064,3.84301
RP11-257I14.1,-5.089219,3.2540226
AC016683.5,-0.8509183,1.9421898
RP11-118K6.2,-6.040367,3.425888
RP5-1132H15.1,-0.8037392,2.6722484
RP11-433J22.3,-4.9292946,4.4867196
RP5-1050D4.2,-3.4464312,1.9242051
RP1-67A8.3,-2.5248165,3.374162
CTA-256D12.11,-4.679345,4.61126
AC006372.4,-2.5686982,4.118096
RP11-25K21.1,-0.62966317,1.3647832
AC003988.1,-5.3424244,3.5020106
RP4-704D21.2,-1.9367748,4.229191
RP11-430L16.1,-5.751028,3.7856941
RP11-139J15.5,-5.0249143,3.6680713
AC012370.3,0.5966846,4.580656
RP11-146I2.1,2.9358304,3.1742702
AC073071.1,-4.6341033,6.5397205
AC017053.1,-5.057955,3.1772594
AC006026.13,1.2777864,2.7127235
RP11-213H15.1,-1.2875816,1.6230304
RP13-16H11.7,-4.7103076,2.7924654
RP11-271F18.1,-5.474047,4.240919
RP11-432J24.3,-3.6798663,3.538776
RP4-771M4.3,-1.2757156,3.713893
ENSG00000234331,-5.392297,5.2980676
AC009264.1,3.1630096,4.0951033
RP11-52J3.3,-1.2087072,2.4047763
ENSG00000234365,0.93418777,1.155381
AC098828.2,2.0163686,3.1928957
RP11-340I6.1,-5.2726407,2.7477279
AC007278.3,-0.36851707,1.3535218
RP11-211N11.5,-0.8690022,3.18092
RP11-561O23.5,0.30576062,2.8126621
RP11-181G12.4,-4.3611307,4.3979435
LL0XNC01-250H12.3,2.1218514,2.202877
RP11-560I19.1,-3.071263,3.4083965
RP11-528G1.2,-2.4179947,6.16538
RP11-459O1.2,1.4966829,2.6690514
RP3-413H6.2,-4.835288,3.7134542
RP11-666F17.1,-0.29004395,2.5502815
AC007283.5,1.8351963,2.0705395
AC068489.1,-5.535706,4.097739
AC067960.1,-4.670193,4.487979
AC002064.4,-3.13729,4.759073
ENSG00000234461,-4.0069957,4.61252
RP11-136B18.2,-5.9594703,5.5162077
AC147651.1,-4.65369,4.624922
AC004231.2,-3.8354588,4.992958
RP4-614N24.1,-4.9857125,2.656687
RP1-55C23.7,-0.80248094,1.2761129
KB-1592A4.14,-4.525591,2.4990637
RP11-285G1.2,-4.759117,2.9749253
RP3-495K2.1,-4.544848,4.1219363
HRAT17,-2.8458638,3.9228954
RP11-37L2.1,-4.889579,4.6593666
RP3-448I9.1,-5.7085094,4.4511843
RP11-282I1.2,-4.739401,4.3880644
AC022431.3,0.6126554,4.5049176
RP1-283K11.2,-3.958388,4.0298114
RP4-784A16.1,-4.5042534,4.612471
AC009305.1,-4.816107,3.4006023
RP11-733D4.1,-5.9142375,4.2805047
AC019186.1,-2.378272,3.0962453
AC013733.3,-4.8123493,5.635529
AC010096.1,-4.7979546,3.2561755
RP5-1158E12.1,-4.7520523,4.6783557
RP13-297E16.5,-4.667744,4.0309467
RP1-149A16.12,-5.879802,5.528011
LL22NC03-2H8.4,2.32765,2.1197658
AC053503.6,-3.7325346,4.2401233
RP11-264E18.1,-5.3551235,2.9398358
RP4-753D10.3,-4.3704257,4.29799
RP11-503C24.4,0.5990349,4.493209
ENSG00000234673,-2.4555035,3.773174
RP11-242F11.2,-5.3759565,4.0968947
RP11-285A18.2,-5.7788997,4.78098
AC010971.1,-2.9827363,2.8098667
RP11-445L6.3,-3.9021657,5.290201
RP11-112L6.2,-4.7332983,2.8188415
RP11-225H22.4,-2.0660336,4.3011384
AF015262.2,-5.5021257,4.108016
AC060834.3,-1.2961473,4.416067
RP11-143G3.1,-5.0959735,3.897863
AC009965.2,-2.6997247,3.0209868
AF241725.4,-5.145316,3.8894775
RP11-272P10.2,-0.5754716,4.2211986
AC034228.4,-1.8912808,2.0709732
RP11-203H2.2,-5.8432374,5.5059404
RP11-503C24.1,-5.1226344,3.8718774
RP11-335O13.7,0.49497637,4.462121
RP11-483H20.4,0.20051533,2.8400218
AC108448.3,-4.4025044,5.6735473
AC114730.7,-3.5813556,1.866906
AC113607.3,-5.5639105,4.189618
RP11-90C4.1,4.6695724,3.1276882
AC092687.5,-3.7920847,3.9509363
AC003084.2,-5.9153237,4.9022107
CTD-3105H18.7,-0.26668808,2.9564674
AC003958.2,-4.46546,2.5574117
RP11-547C13.1,-4.2479796,2.9199362
RP5-1097P24.1,-4.58028,4.9599495
AC092660.1,-5.4132257,4.3739963
RP1-288L1.5,-4.5687675,4.6886344
Z82214.2,-4.497583,3.6037526
RP1-278O22.2,-5.664994,3.4491868
AC007879.2,-0.36099857,3.41
XXBAC-B476C20.13,1.3739337,4.286147
RP11-384C4.7,-2.3154998,2.3856702
RP5-994D16.3,-0.6949642,3.989955
RP11-20F24.2,-4.6783633,4.7858524
RP11-85O21.5,-3.1356084,3.6418536
AC018685.1,-3.0081315,3.416426
AC010883.5,0.9745428,2.26471
AC012668.1,-5.7397127,3.999126
AC023128.1,-4.8580856,4.5877247
AC092839.4,-2.9291706,2.6711586
RP5-837I24.2,-5.1351275,4.0539074
RP11-124N14.3,0.8046774,2.3859515
RP11-347D21.1,-3.6525624,4.9002786
AC074389.7,-6.1601763,3.3139598
CITF22-24E5.1,-5.003302,5.271098
XX-C2158C12.1,-5.6108737,2.9937413
RP11-439A17.10,-4.4943895,3.3444738
RP11-195M16.1,-2.6171484,6.0304847
RP4-726F1.1,-5.246652,3.0907419
RP11-109I13.2,0.027988076,3.0190718
RP11-439E19.7,-3.4122238,4.1841807
AP001626.2,0.4183915,3.4662623
AC068580.6,2.540613,2.1660392
AC007395.3,-4.4600034,3.773826
RP11-393I23.4,-4.145116,3.3174827
AC016751.3,-4.758115,4.5810857
RP11-637O19.2,-1.9505081,3.6655238
RP1-150O5.3,-1.35613,4.992904
AC010983.1,-4.86371,4.2073236
AC008175.1,-5.562835,3.1085799
AC009303.1,0.14596653,2.3845387
AC068138.1,-3.547769,3.8972383
AC073842.19,-4.24844,4.564877
AC142528.1,2.5700264,1.5579766
AC091153.4,-4.9900103,4.415172
WI2-85898F10.1,0.45629144,4.593822
RP11-83A16.1,-1.4855729,2.752463
RP1-23E21.2,-5.0015254,3.1538434
RP11-80H5.9,3.2778878,3.2400308
RP1-29C18.8,-0.058883797,1.4907738
RP11-9M16.2,-1.5973326,1.6848342
RP11-90L20.2,-1.6350482,3.2830667
RP3-417L20.4,-1.4324354,2.9227092
AC128709.3,-4.6516595,4.348283
AC068286.1,0.807223,4.5047374
RP11-374P20.4,2.270659,2.4260094
RP11-135D11.2,1.4574996,4.0556355
RP1-65J11.5,-1.9018939,3.2029095
RP5-857K21.2,-4.7979546,4.644404
RP11-45I20.1,-3.7744029,3.288386
AC114730.2,-2.2316623,3.272871
RP5-865N13.2,-4.5483947,6.445116
CTA-280A3__B.2,-5.440736,3.8837993
AC087430.1,1.3806509,4.172947
RP1-12G14.5,-4.5143967,4.803261
RP4-537K23.4,1.0623419,3.992022
AC009495.2,0.9411893,1.5683918
CTA-109P11.1,-5.146026,4.895502
RP11-121A14.2,0.20789175,2.7887902
CTA-150C2.13,-3.2127934,5.0371566
RP11-145M4.2,-5.5693097,5.546481
RP13-131K19.1,-0.32537213,3.8615572
RP1-151B14.6,-2.347792,4.2563243
AC010982.2,-4.9961643,4.3337054
RP1-5O6.5,-4.212767,4.2629566
RP13-392I16.1,-4.1355667,5.7169924
RP1-90L6.3,-0.20212184,3.1438522
ENSG00000235273,-4.5601516,4.4124537
AF127577.8,0.6380571,4.0153966
RP11-539E19.2,-3.4781265,3.27483
RP11-526P5.2,-5.275589,2.6333432
RP11-70C1.3,4.5680423,1.7289662
RP4-796I8.1,0.43879572,4.348736
AC114814.3,-4.9048185,3.9616134
AC137723.5,0.96015203,3.0070333
RP1-79C4.1,-0.42388013,3.0299563
AC012360.4,-0.576997,4.2430115
AC007556.3,-4.042153,4.4053936
AC114765.2,-4.468048,3.4114246
AC114730.11,1.7225603,2.1177306
RP11-428G2.1,-5.068575,4.234674
RP11-477D19.2,4.4740844,2.2023382
RP11-134K1.3,-5.387248,3.890188
RP11-204P2.3,-3.806625,5.1453424
AC114808.3,-5.4665794,4.743203
RP11-397C18.2,-3.6262567,2.7792456
AC005808.3,-5.076613,2.7188811
AC010149.4,-1.3087586,1.8939551
RP11-342M3.5,-2.9962673,4.614992
AC006159.5,-2.6817605,3.1360474
AC006373.1,-5.3912673,4.527317
AC064865.1,-5.432595,3.52064
XXBAC-B476C20.14,-1.6285393,2.7461648
RP11-142A5.1,-4.736248,4.227091
ENSG00000235460,-0.29761228,5.548254
RP5-928E24.2,-5.9387097,5.575621
AC007652.1,-5.0714974,3.8253894
RP11-363D14.1,-4.3370447,4.1881166
RP11-498P14.4,-6.087279,3.150987
AC010987.5,-5.7391496,5.3546085
AC073046.25,-2.2462626,3.0317495
AC079799.2,-4.8552723,5.055069
AC011196.3,-3.459388,2.7432377
AC009505.2,-0.12046789,2.447083
RP11-63P12.7,-3.4348927,5.0408325
RP5-1028L10.2,-5.8633986,5.6339526
RP11-284P20.3,-4.745696,4.590854
AC009411.2,-5.813777,2.9170296
RP1-230L10.1,-6.3137846,5.1422563
ENSG00000235540,0.94919884,1.1031113
RP11-334A14.8,-3.5905533,4.6765876
AP000477.2,-4.9727197,4.054464
RP11-555H7.2,-4.675237,4.544833
RP4-800F24.1,-4.9872704,4.663787
XXBAC-B33L19.4,-4.509386,4.136975
AC008268.1,-3.885164,4.7722497
AC011247.3,-1.4261125,3.6608121
AF127936.9,4.2367315,1.767685
AC013448.2,-4.9008627,4.7455096
RP1-158P9.1,-4.761233,4.562791
AJ239322.1,0.3458225,4.4666615
AC020743.4,-4.013091,3.8078225
RP11-203P2.2,-4.2867475,3.1785378
AC016644.1,-1.3746767,2.7803395
RP11-457D2.3,-4.5125804,4.060961
RP11-374M1.5,-3.8616083,2.0730796
ENSG00000235668,-0.30283722,5.5397086
AC007389.3,2.74938,2.7437797
AC010148.1,2.4127223,3.255642
AC007349.5,-1.8956233,1.9883878
RP1-10C16.1,-4.887947,4.733697
RP11-439H9.1,-5.612153,5.115628
RP11-634B7.4,-1.5750525,2.9067397
AP001625.6,0.578977,2.7701597
AC023347.1,-1.7021692,5.156931
AC079779.5,-4.9667892,2.5438898
RP3-333A15.1,-4.0089293,3.8198366
AL109767.1,-1.9993382,2.0419436
RP11-421L21.2,0.62810194,2.3296335
RP4-646N3.1,-0.5635523,4.1634665
RP11-308B5.2,0.6406176,4.4144
RP1-125N5.2,-4.8455276,4.7125435
RP11-359J6.1,-5.3284316,3.1778026
RP5-1022P6.5,-2.2501197,2.3902054
RP1-60N8.1,-1.690814,2.4621294
AC073333.8,0.30142227,2.7454994
AC012363.13,-5.5759177,3.092105
RP13-16H11.5,-4.4649973,3.9377313
RP11-272D20.2,-4.7951174,3.0182338
AC005540.3,3.4566596,1.9754491
RP11-36D19.8,-4.0262246,5.183061
RP11-338C15.5,-4.7090497,2.6114979
RP11-335O4.3,2.2605696,2.4385347
RP11-59O6.3,-1.529154,1.9700875
AC114776.3,0.16288455,3.3166363
RP4-672N11.1,-4.3137226,3.2710745
RP11-626E13.1,-3.2679179,3.023326
AC019055.1,-4.923332,2.507194
AC007405.8,-0.7127714,4.2485285
RP11-123B3.2,-3.6801763,4.9343233
AP000431.1,-5.541653,4.0187073
RP11-472G23.10,-4.9434824,4.1402493
AC018816.3,1.4556236,2.0848887
AC004448.5,1.3008919,3.2262962
RP3-470B24.5,-2.7882383,4.005035
RP11-97N19.2,-3.673931,4.845883
AC007050.17,-1.4068694,2.5732942
ENSG00000236006,-4.205427,3.0882246
RP11-293F5.1,-5.044716,4.4316025
RP11-160E2.16,-3.886912,2.0523837
RP11-323C15.2,-3.7778113,5.4219055
RP11-269F20.1,-1.7032627,2.4833128
RP3-467K16.7,-4.6339874,4.537528
AC004920.3,-4.7217035,4.418328
RP6-191P20.4,2.908519,3.5681095
RP1-117O3.2,-3.526281,1.7845095
RP5-1011O1.3,-1.820851,2.704877
RP11-121P10.1,-5.1471934,4.495713
RP11-49O14.2,-1.7609739,2.797769
RP11-148B18.4,-0.7185913,4.0573473
RP4-639J15.1,-4.279823,4.425971
AC010729.2,-2.5648813,4.2554064
AC013402.3,-5.0603323,4.11591
RP11-62C3.6,-3.759041,2.1986656
AC064853.2,-4.7526455,4.763131
AP000688.15,-4.721582,3.582444
RP11-733O18.1,-0.24951468,2.1504219
AP002856.4,-4.9765134,4.128502
RP11-89F3.2,-1.6320047,1.5654804
AC013727.2,-5.1852293,3.185357
AC079988.3,-1.9362874,2.6649692
RP5-1100I6.1,-4.681559,4.7478757
RP11-343J3.2,-2.6127257,4.1270037
AC092687.3,-5.033736,5.0622787
RP11-268F1.3,-3.681974,5.3740225
RP1-182D15.2,-3.6612139,5.789942
AC003104.1,1.0528157,2.3104482
RP11-306I1.2,-4.9248147,3.0882251
AC104135.2,-0.11284235,3.4326575
AC009262.2,-1.585619,4.9634223
AC006369.2,0.8686758,1.6631652
RP11-645N11.3,-4.665771,4.7274156
RP11-400N13.1,0.64526415,4.550272
AC017048.2,-5.585041,5.0742464
AC091132.1,0.5552562,3.3574066
AC009404.2,5.5884695,3.1599088
RP11-263K19.6,-2.891816,4.907493
RP3-467L1.4,0.09028089,3.217789
AP006216.5,-3.8664544,5.9316688
AC013463.2,4.257549,3.4802833
AC007563.1,-4.0659485,2.4955134
RP11-340I6.7,-4.942249,2.4566202
AP001189.4,-1.898322,6.4160023
RP11-316M21.7,1.4440485,2.6003017
RP3-486I3.5,-3.6003582,4.7056975
AP001605.4,-5.0958767,3.9129992
RP4-591L5.1,-4.7758965,2.8808608
RP5-1103B4.3,-3.9981668,5.690245
RP11-346D19.1,-4.4084587,4.6565375
AC005220.3,-2.7932694,3.946882
AC079584.2,-5.262465,3.9071589
RP5-827C21.2,-3.518596,2.8555162
RP11-525G13.2,3.4679859,2.3586266
RP11-440G9.1,-1.4069167,4.219707
RP5-865N13.1,-1.035459,3.1052864
RP11-470F18.1,-4.1042666,4.434413
AC084809.3,-6.1339636,5.852164
RP11-394G3.2,-5.0616426,3.4489
RP11-114M1.2,-2.4434967,2.5581257
RP11-307O10.1,-5.1453495,2.4896498
RP1-287H17.1,-5.795665,3.8952081
RP11-25B7.1,-2.9982953,2.8280487
RP11-320G24.1,1.9536706,3.936546
RP11-229P13.15,-2.4389672,4.7696657
RP11-447M12.2,-1.1756366,1.4196472
RP11-476H24.1,-3.6716087,2.9239268
RP11-132N15.2,-4.620094,4.855406
AC004535.2,-4.8976493,4.5825243
RP11-79M19.2,-2.758487,1.7734847
RP11-296A18.6,-1.5537434,2.6684158
AC018890.6,1.2413156,2.4256809
AC067956.1,-0.63093114,3.1077673
AC123023.1,-5.9415717,5.500968
AC003092.1,-2.7308564,4.8582835
AC130689.5,-1.9931909,2.754138
RP11-523L1.2,-5.3203235,4.2425394
AC007040.8,-4.1748986,3.96423
AC002401.1,-4.791339,5.0019684
RP11-89N17.4,-1.0137397,2.7414265
RP11-7C6.1,-4.1244082,4.9918885
AC107081.5,0.5383853,2.737728
AC079305.11,3.5033138,3.5735028
RP5-1050E16.1,-4.1359563,5.432386
AC011284.3,-3.7618945,3.1098266
RP11-707P20.1,-2.0520182,2.586742
RP11-162G10.5,0.0989846,3.3922973
AC007278.2,-0.33635253,1.3578365
RP1-125I3.2,-3.3812141,1.6895047
RP13-254B10.1,1.889557,1.9471596
RP5-945F2.2,-5.473381,3.212311
AC003986.7,-2.9707186,4.6926336
AC006547.13,3.9706519,2.3320901
AP001619.3,-1.9209298,3.830723
RP11-443O13.3,-3.4770322,2.6789715
AC006369.3,-5.5909286,3.0196996
ENSG00000236587,-3.5152028,1.8423139
RP4-669L17.2,-4.2475853,4.797904
AC023115.4,-4.7669883,3.9421954
RP11-252P19.1,-5.2353535,3.5459404
AC016903.1,-4.571201,4.107489
CTA-221G9.7,-1.664425,4.7550335
RP11-175D17.3,-1.6276381,5.1013274
RP11-144L1.4,-5.5800533,4.5681148
ENSG00000236657,-2.4911501,3.653664
RP11-108L7.4,-1.4320444,4.5329566
AC011998.1,-5.1478953,4.6580043
AC114808.2,-4.6352353,5.2279997
RP11-69I8.2,4.577075,2.9367847
RP5-837I24.4,-3.9038267,3.0523496
RP11-323H21.3,-1.4183278,2.4197578
RP11-478H13.1,-5.1949906,2.5644643
RP5-1024G6.2,1.7076504,2.178892
RP11-252M18.3,-4.835686,4.319703
RP11-203L2.4,-3.580479,1.7118733
RP11-411K7.1,0.010460216,3.8783526
RP11-168O22.1,-5.3568892,3.2800412
AC004019.13,3.0482883,3.7390916
AC019118.3,-1.764836,3.4419222
RP5-1184F4.5,1.8910763,2.4636497
RP11-534L6.2,-4.8217244,4.371919
RP11-978I15.10,-5.167441,3.8662767
RP1-249F5.3,-3.8723104,3.800754
AC024560.2,-0.2668934,3.7068238
AC139712.4,-4.9927096,3.1331015
AC090617.1,-4.184798,4.1779356
RP11-3P22.1,-0.36516887,2.9744704
AC007750.5,-3.1143358,4.790957
RP11-399K21.10,-5.6166263,5.255142
RP11-239E10.2,-4.5435443,4.675673
ENSG00000236854,-3.7641895,3.0193841
AC105393.1,-5.575246,4.6307154
CTA-992D9.6,-4.529717,2.5249147
RP11-44H4.1,-3.9167354,5.012416
RP1-66N13.1,-4.360954,4.9872603
AP001615.9,-4.290629,5.1159997
AC018731.3,-1.2211871,2.5900447
RP11-38J22.1,-2.0480876,3.2489557
RP11-482E14.2,-3.9401784,2.8074622
RP11-535C21.3,0.33568352,2.895162
AC113331.9,-5.4285865,4.169828
ENSG00000236903,-5.5909157,4.5054345
RP11-78B10.2,-0.85654086,1.304019
RP11-111D3.2,-6.485334,4.607033
RP11-408N14.1,-4.3227153,4.4537168
