pmcid	pmcidTitle	table	column	description	geneSetSize	nOverlap	oddsRatio	pvalue	adjPvalue	geneSetHash
PMC9241446	Humanized Anti-RGMa Antibody Treatment Promotes Repair of Blood-Spinal Cord Barrier Under Autoimmune Encephalomyelitis in Mice	DataSheet_1.xlsx	Supplementary_file_1-Unnamed_11	R-packages limma (28) and clusterProfiler (29) respectively. The gene set libraries for GSEA ( **Supplementary File 1**)  Gene set library for GSEA  Click here for additional data file	2418	24	2.5965359144167093	0.00000653689591655941	0.0005079491218876966	b7eed3fe-a13a-527f-ad32-d621aceecb31
PMC11079464	Zanubrutinib delays selinexor resistance evolution in biopsy sample-derived primary central nervous system lymphoma models	mmc2.xls	Supplementary_File_1-gene_name		1451	18	3.2492562685932853	0.0000065427746572351255	0.0005083468226010329	6f24a639-ea7e-5e9c-a732-e9a993a90eba
PMC12325586	OFD1 inhibition induces BRCAness to create a therapeutic vulnerability to PARP inhibition in pancreatic cancer	41467_2025_62295_MOESM9_ESM.xlsx	Fig5b-Unnamed_3		1760	20	2.980440312253311	0.000006543825044247443	0.0005083468226010329	8d103562-65ea-5350-814a-f62f1eba93b3
PMC11873113	Screening the human druggable genome identifies ABHD17B as an anti-fibrotic target in hepatic stellate cells	41467_2025_56900_MOESM10_ESM.xlsx	overall_repressed-gene_name		653	12	4.8033926257509725	0.000006543973668995262	0.0005083468226010329	e45ddda4-cee0-5d8d-b7ac-7d1b30b6572a
PMC11979139	Spatial multi-omics analysis of tumor-stroma boundary cell features for predicting breast cancer progression and therapy response	Table1.docx	0-Unnamed_2		895	14	4.088697894284486	0.00000654959914029796	0.0005083842991682218	ac794c43-9aa5-5fac-8753-0ffe7bd66f12
PMC9587261	Single-nuclei and bulk-tissue gene-expression analysis of pheochromocytoma and paraganglioma links disease subtypes with tumor microenvironment	41467_2022_34011_MOESM14_ESM.xlsx	Supplementary_Data_11-Unnamed_1	for NEO cells was plotted pooling cells by PCPG subtype (Fig. 6d, Supplementary Data **11**)  Supplementary Data 11	1162	16	3.602199695222951	0.0000065496350817277136	0.0005083842991682218	726abf95-fb01-5264-a9fd-0d9d1e3a0858
PMC11842742	Comprehensive analysis of mitochondrial-related gene signature for prognosis, tumor immune microenvironment evaluation, and candidate drug development in colon cancer	41598_2024_85035_MOESM11_ESM.xlsx	Table_S3-Inflammation-related_Signatures_n_1176		1161	16	3.602199695222951	0.0000065496350817277136	0.0005083842991682218	bd4554a4-7385-58b8-a3df-384c4057cf9b
PMC3906982	HOXC9 directly regulates distinct sets of genes to coordinate diverse cellular processes during neuronal differentiation	1471-2164-14-830-S1.xlsx	Sheet1-Table_S1_HOXC9-responsive_genes	which express myc-tagged human HOXC9 and undergo neuronal differentiation in the absence of doxycycline [**1**]  Additional file 1: Table S1HOXC9-responsivel genes  Click here for file	2247	23	2.677882473873565	0.000006556341959405675	0.0005083842991682218	41de666f-02d4-5887-8631-173d0a131cec
PMC8549347	A Markov random field model for network-based differential expression analysis of single-cell RNA-seq data	12859_2021_4412_MOESM3_ESM.xlsx	Main_intact-A2M	estimated parameters were \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\gamma = -0.**3**  Additional file 3. A complete list of differentially expressed genes inferred by the t-test, Wilcoxon test, MAST,and their corresponding MRF models	1599	19	3.1058834848703514	0.000006557723655075685	0.0005083842991682218	d08b71fe-d59f-552f-8ed2-c9c184640e4e
PMC10224255	Mouse embryonic stem cell-derived blood–brain barrier model: applicability to studying antibody triggered receptor mediated transcytosis	12987_2023_Article_437.nxml	Pathways_up	pathways that were down-regulated in mBECs included ECM-receptor interactions and focal adhesions pathways (Table **2**)  Differentially expressed genes in mBECs compared to pmBECsFocal adhesionCAV1CAV2COL1A1COL1A2COL3A1COL4A4COL4A6COL5A1COL5A2COL5A3COL6A1COL6A2COL6A3COL6A6EGFRFN1HGFITGA1ITGA11ITGA2ITGA5ITGA7ITGA8ITGB3ITGB4ITGB6ITGB8KDRLAMA2LAMA3LAMA4LAMB3MYLKMYLK2PDGFDPDGFRBPRKCAPRKCBRASGRF1RELNTHBS1THBS2TNCTNRTNXBVWF	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	2c062521-08a4-5fe5-b055-67a1168b71f8
PMC4663793	Transcriptome analysis of human OXR1 depleted cells reveals its role in regulating the p53 signaling pathway	srep17409-s4.xls	upstream_TFs_for_52_TF_total-R0h	Dataset 3 (Supplementary table S8)	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	4b0c5050-d595-53d2-bcca-b36bb9d870fe
PMC7317223	Molecular analysis of Chinese oesophageal squamous cell carcinoma identifies novel subtypes associated with distinct clinical outcomes	mmc9.xls	Supplementary_Data_9-Supplementary_Data_9_Differential_expression_genes_between_paired_nontumor_and_tumor_in_Chinese_ESCC_patients_n_250		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	33d332b4-aed5-5220-af47-503fef04fab0
PMC2988703	Multi-cancer computational analysis reveals invasion-associated variant of desmoplastic reaction involving INHBA, THBS2 and COL11A1	1755-8794-3-51.nxml	Unnamed_7	lists with lower significance. Table 5 contains a list of the miRNAs, while Table **6**  Top-ranked methylation sites in MAF signature in the TCGA ovarian cancer data setPRAMESNAI1KRT7RASSF5FLJ14816PPLCXCR6SLC12A8NFATC2HOM-TES-103ZNF556OCIAD2APSMGC9712SLC1A2HAKC3orf18GMPRCORO6	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	c53cbb9d-6c50-5c5b-b033-9e24a3cefcb6
PMC6192733	CDCA3 mediates p21-dependent proliferation by regulating E2F1 expression in colorectal cancer	ijo-53-05-2021.nxml	Gene	and 119 genes, respectively, 29 genes that may possibly interact with CDCA3 were identified (**Table IV**)  Correlation between the expression of CDCA3 and the other 29 genesCHEK1CHEK2E2F1E2F2ESPL1MAD2L1MCM2MCM3MCM6MCM7PKMYT1PLK1PTTG1TTK	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	8e3198ec-6583-574f-96b9-685ead673534
PMC9737657	The Development of a Gleason Score-Related Gene Signature for Predicting the Prognosis of Prostate Cancer	jcm-11-07164.pdf	0-Gene		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	68c45bc1-c33a-5cff-a9a9-d8972cdac252
PMC12202500	MCSP+ metastasis founder cells activate immunosuppression early in human melanoma metastatic colonization	43018_2025_963_MOESM14_ESM.xlsx	ED_Fig_3i_ref_markergenesetl-Karras_Mesenchymal_like		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	c28461a9-435d-5e9f-936d-640ae16ecaf6
PMC11091141	Exploring the mystery of colon cancer from the perspective of molecular subtypes and treatment	41598_2024_60495_MOESM2_ESM.xlsx	tableS1-Table_S1_Single_variable_Cox_regression_analysis		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	f26bd8f7-de37-5b18-aae4-89931d54d58a
PMC11091141	Exploring the mystery of colon cancer from the perspective of molecular subtypes and treatment	41598_2024_60495_MOESM2_ESM.xlsx	tableS2-TableS2_Multivariate_Cox_regression_analysis		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	f26bd8f7-de37-5b18-aae4-89931d54d58a
PMC4259356	The Molecular Signature of the Stroma Response in Prostate Cancer-Induced Osteoblastic Bone Metastasis Highlights Expansion of Hematopoietic and Prostate Epithelial Stem Cell Niches	pone.0114530.s009.xls	wound_inflammation_desmoplastic-OB-BMST_DTF	genes of the grey area represent a potential osteotropic signature (complete list reported in **S6 Table)**  Overlapping genes of the OB-BMST with wound, desmoplastic response, non-osteotropic and osteotropic gene lists. (XLS)  Click here for additional data file	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	8d34f9bf-8639-516c-8f15-d7e2f9b0521b
PMC4963952	Conserved genes and pathways in primary human fibroblast strains undergoing replicative and radiation induced senescence	40659_2016_95_MOESM10_ESM.xlsx	HFF_-_Down-reg_pathways-Unnamed_2		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	0d23c2ee-c3da-54e4-8834-81891ecea3d5
PMC4637303	OGFOD1 is required for breast cancer cell proliferation and is associated with poor prognosis in breast cancer	oncotarget-06-19528-s002.xlsx	Sheet1-18s_rRNA	and normalized to 18s rRNA using the 2−ΔΔCT method. The primers are listed in **Supplemental Table S1**	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	4fedf414-a0dc-5e93-b3a8-63cdc570a814
PMC8440929	Identification of a Novel Epigenetic Signature CHFR as a Potential Prognostic Gene Involved in Metastatic Clear Cell Renal Cell Carcinoma	Table_3.XLSX	nodes-Label	Click here for additional data file	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	be66c094-e6a8-56f5-9fd1-5e27f834af7f
PMC5929570	Type I interferon signaling attenuates regulatory T cell function in viral infection and in the tumor microenvironment	ppat.1006985.s009.xlsx	S6C_path01-Supplementary_Table_1_Differential_expression_of_genes_associated_with_cell_cycle_DNA_replication_recombination_repair_cancer	trafficking (S6C Fig), differential expression of these associated genes in the pathways are shown (**S1**)  Differential expression of genes associated with cell cycle, DNA replication, recombination, repair and cancer.(XLSX)  Click here for additional data file	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	d6d873e7-b5aa-5006-9419-34e3b34f0eea
PMC8555349	Proteo-transcriptomics meta-analysis identifies SUMO2 as a promising target in glioblastoma multiforme therapeutics	12935_2021_2279_MOESM4_ESM.xlsx	Table_S17-Unnamed_115	compiled a non-redundant list of 723 human kinases from various literature sources (Additional file **4**)  Additional file 4: Table S1–S36. Tables associated with data shown in main and additional figures	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	c33d57fa-7408-5a1d-980f-a00b3e18d9b7
PMC9705333	Identification of a ferroptosis-related long noncoding RNA signature with a prognostic value in adrenocortical carcinoma	Table2.XLSX	Sheet1-Table_S2_Identification_of_ferroptosis-related_lncRNAs	Click here for additional data file	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	406fef55-27e9-5d8c-b91c-70b64d2f3d79
PMC10351128	Spatially resolved, high-dimensional transcriptomics sorts out the evolution of biphasic malignant pleural mesothelioma: new paradigms for immunotherapy	12943_2023_1816_MOESM1_ESM.pdf	0-CSF1R	Transcriptional profiling for each of these regions was performed (Fig. **1**)  Supplementary Material 1	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	382ea12f-bf5d-593d-85fe-72ad88d45dab
PMC7596515	Stromal microenvironment promoted infiltration in esophageal adenocarcinoma and squamous cell carcinoma: a multi-cohort gene-based analysis	41598_2020_75541_MOESM2_ESM.xlsx	Table_S11-Table_S11_The_list_of_32_stromal_activation_genes	in cell migration, extracellular matrix disassembly, and EMT (Fig. 2C; Additional file 1: Table **S1**)  Supplementary Tables	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	64fcd7a4-c675-5fee-8d6a-b1b4160ee887
PMC11043338	Rapid autopsies to enhance metastatic research: the UPTIDER post-mortem tissue donation program	41523_2024_637_MOESM1_ESM.pdf	120-Unnamed_0		32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	65e39c06-ca33-5c28-8be4-0a9c48069533
PMC7758050	In silico APC/C substrate discovery reveals cell cycle-dependent degradation of UHRF1 and other chromatin regulators	pbio.3000975.s011.xlsx	Comparison_to_Davey_KEN-APC-C_substrate_curated_by_Davey_and_Morgan	identified APC/C substrates, interactors, proteins degraded at mitotic exit, or proteins ubiquitylated in mitosis (**S4 Data**)  Comparison of APC/C substrates identified here to other studies which identified APC/C substrates using alternative methods.(XLSX)  Click here for additional data file	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	bc0a85dd-6234-5e9e-aa72-91a0f6c3ba6d
PMC7758050	In silico APC/C substrate discovery reveals cell cycle-dependent degradation of UHRF1 and other chromatin regulators	pbio.3000975.s008.xlsx	Figure_1C-Unnamed_1	and its Supporting Information files. Raw data used to generate graphs is available is **S1 Data**  The underlying raw data for all relevant figures.(XLSX)  Click here for additional data file	32	4	32.67307692307692	0.000006560134580093269	0.0005083842991682218	bc0a85dd-6234-5e9e-aa72-91a0f6c3ba6d
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_1	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_11	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_14	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_23	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_28	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_33	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_48	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_51	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC5557036	Genomic and immune heterogeneity are associated with differential responses to therapy in melanoma	41525_2017_13_MOESM4_ESM.xlsx	Table_S7-Unnamed_54	treated with targeted therapy and immune checkpoint blockade, respectively (Fig. 1a, b, Supplementary Table **S1A-B**)  Supplemental Tables S1-S7	771	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	9bf5b553-c189-5182-bce9-80cb7b2031d9
PMC11842742	Comprehensive analysis of mitochondrial-related gene signature for prognosis, tumor immune microenvironment evaluation, and candidate drug development in colon cancer	41598_2024_85035_MOESM11_ESM.xlsx	Table_S2-Genes_of_turquoise_module_n_774		772	13	4.407263294422827	0.000006567833016488819	0.0005088795470855084	01cbb8a7-49f1-5ce8-bd12-c48c200e10d4
