Feature,Importance
RAPGEF1,9.930191433506144e-11
MCCC2,9.902810946061348e-11
FBXL19-AS1,9.886492637041651e-11
TMPRSS2,9.885738407748294e-11
PLA2G4D,9.871584909312982e-11
LINC02600,9.868288580084165e-11
SPATA41,9.812184250783289e-11
HSPD1,9.805582821486005e-11
CBX1,9.781423348324215e-11
PLCH1,9.772219081137778e-11
ZNF483,9.767681977540825e-11
GTF2H4,9.763880436794001e-11
U2AF2,9.733132669665657e-11
ZFP37,9.712799178156416e-11
RRAGB,9.698354906773858e-11
RNF41,9.665956913908376e-11
ZKSCAN4,9.654404011103446e-11
CRYM,9.641635298202174e-11
PART1,9.625300212604939e-11
SFTPA2,9.615981651183482e-11
RNF185,9.59491882212166e-11
PIAS3,9.592208506672236e-11
ATP8A2,9.588850247984734e-11
ERVE-1,9.531834916386437e-11
GCNT1,9.48116619378017e-11
PIAS2,9.450495554858366e-11
GAA,9.442204017291982e-11
TLR5,9.44033750966823e-11
ADPGK,9.436301892085128e-11
SP3,9.384334737684098e-11
TROAP-AS1,9.3817440437662e-11
CTSV,9.376311976396193e-11
SLC9A3,9.364614021509135e-11
PLAGL1,9.330337604699874e-11
SLC1A4,9.325287296219266e-11
SLC35A1,9.306352613207145e-11
ZNF354B,9.224936549002395e-11
AKAP1,9.210340148079482e-11
PGM2L1,9.204139822124061e-11
LINC00261,9.182116612298112e-11
IL1R1,9.180472945986497e-11
GMPS,9.166153352179509e-11
INPP5B,9.138839089600144e-11
ZNF662,9.089555517522117e-11
LINC00664,9.018970721816927e-11
SLC7A8,8.993703509312498e-11
EPHB3,8.98174467069729e-11
VAC14,8.934500377449249e-11
STEAP1B-AS1,8.867100220332328e-11
TBX2-AS1,8.84520051445021e-11
SLC1A1,8.824026527765994e-11
PARP1,8.795004526161162e-11
GATA4,8.788297267780308e-11
TEX41,8.785866780667882e-11
GNL3,8.778720371385352e-11
POLG-DT,8.771506758515631e-11
PPM1A,8.737937887184816e-11
CAPN2,8.730725381844043e-11
ZNF12,8.729878753145402e-11
CENPN-AS1,8.7266698668889e-11
CAPN15,8.698758711259501e-11
SLC9A2,8.692448501622664e-11
INPP5J,8.692059537604498e-11
LINC00598,8.64232041632019e-11
VIM-AS1,8.632405367769134e-11
COLGALT1,8.632294071341142e-11
TWIST1,8.623951084836112e-11
VDR,8.584167598863819e-11
PHF1,8.576857550208168e-11
SLC2A4,8.520701417475946e-11
PRKG2,8.516508187905215e-11
ZNF500,8.513409005714654e-11
AK4,8.474321403927855e-11
CTSL,8.433368538724855e-11
ZNF44,8.406884075048966e-11
PROX1-AS1,8.397535117205082e-11
ZNF248,8.377845318215247e-11
EFHD2-AS1,8.369048506871367e-11
COLGALT2,8.335604161868552e-11
CERS3,8.307051088312621e-11
PGM1,8.301211170204742e-11
ZNF181,8.259125099108747e-11
OPRK1,8.202413021361547e-11
PARP6,8.195581274120641e-11
